C:\Users\Administrator\Desktop\a\IMG\center_2020_05_16_18_48_51_357.jpg,C:\Users\Administrator\Desktop\a\IMG\left_2020_05_16_18_48_51_357.jpg,C:\Users\Administrator\Desktop\a\IMG\right_2020_05_16_18_48_51_357.jpg,0,0,0,1.436985E-05
C:\Users\Administrator\Desktop\a\IMG\center_2020_05_16_18_48_51_426.jpg,C:\Users\Administrator\Desktop\a\IMG\left_2020_05_16_18_48_51_426.jpg,C:\Users\Administrator\Desktop\a\IMG\right_2020_05_16_18_48_51_426.jpg,0,0,0,1.305613E-05
C:\Users\Administrator\Desktop\a\IMG\center_2020_05_16_18_48_51_495.jpg,C:\Users\Administrator\Desktop\a\IMG\left_2020_05_16_18_48_51_495.jpg,C:\Users\Administrator\Desktop\a\IMG\right_2020_05_16_18_48_51_495.jpg,0,0,0,1.35451E-05
C:\Users\Administrator\Desktop\a\IMG\center_2020_05_16_18_48_51_565.jpg,C:\Users\Administrator\Desktop\a\IMG\left_2020_05_16_18_48_51_565.jpg,C:\Users\Administrator\Desktop\a\IMG\right_2020_05_16_18_48_51_565.jpg,0,0,0,1.824112E-05
C:\Users\Administrator\Desktop\a\IMG\center_2020_05_16_18_48_51_634.jpg,C:\Users\Administrator\Desktop\a\IMG\left_2020_05_16_18_48_51_634.jpg,C:\Users\Administrator\Desktop\a\IMG\right_2020_05_16_18_48_51_634.jpg,0,0,0,1.055719E-05
C:\Users\Administrator\Desktop\a\IMG\center_2020_05_16_18_48_51_702.jpg,C:\Users\Administrator\Desktop\a\IMG\left_2020_05_16_18_48_51_702.jpg,C:\Users\Administrator\Desktop\a\IMG\right_2020_05_16_18_48_51_702.jpg,0,0,0,1.068981E-05
C:\Users\Administrator\Desktop\a\IMG\center_2020_05_16_18_48_51_771.jpg,C:\Users\Administrator\Desktop\a\IMG\left_2020_05_16_18_48_51_771.jpg,C:\Users\Administrator\Desktop\a\IMG\right_2020_05_16_18_48_51_771.jpg,0,0,0,1.037659E-05
C:\Users\Administrator\Desktop\a\IMG\center_2020_05_16_18_48_51_840.jpg,C:\Users\Administrator\Desktop\a\IMG\left_2020_05_16_18_48_51_840.jpg,C:\Users\Administrator\Desktop\a\IMG\right_2020_05_16_18_48_51_840.jpg,0,0,0,2.476675E-05
C:\Users\Administrator\Desktop\a\IMG\center_2020_05_16_18_48_51_907.jpg,C:\Users\Administrator\Desktop\a\IMG\left_2020_05_16_18_48_51_907.jpg,C:\Users\Administrator\Desktop\a\IMG\right_2020_05_16_18_48_51_907.jpg,0,0,0,9.904203E-06
C:\Users\Administrator\Desktop\a\IMG\center_2020_05_16_18_48_51_976.jpg,C:\Users\Administrator\Desktop\a\IMG\left_2020_05_16_18_48_51_976.jpg,C:\Users\Administrator\Desktop\a\IMG\right_2020_05_16_18_48_51_976.jpg,0,0,0,9.810588E-06
C:\Users\Administrator\Desktop\a\IMG\center_2020_05_16_18_48_52_043.jpg,C:\Users\Administrator\Desktop\a\IMG\left_2020_05_16_18_48_52_043.jpg,C:\Users\Administrator\Desktop\a\IMG\right_2020_05_16_18_48_52_043.jpg,0,0,0,1.143382E-05
C:\Users\Administrator\Desktop\a\IMG\center_2020_05_16_18_48_52_113.jpg,C:\Users\Administrator\Desktop\a\IMG\left_2020_05_16_18_48_52_113.jpg,C:\Users\Administrator\Desktop\a\IMG\right_2020_05_16_18_48_52_113.jpg,0,0.1774407,0,0.09336242
C:\Users\Administrator\Desktop\a\IMG\center_2020_05_16_18_48_52_183.jpg,C:\Users\Administrator\Desktop\a\IMG\left_2020_05_16_18_48_52_183.jpg,C:\Users\Administrator\Desktop\a\IMG\right_2020_05_16_18_48_52_183.jpg,0,0.3655494,0,0.2723638
C:\Users\Administrator\Desktop\a\IMG\center_2020_05_16_18_48_52_252.jpg,C:\Users\Administrator\Desktop\a\IMG\left_2020_05_16_18_48_52_252.jpg,C:\Users\Administrator\Desktop\a\IMG\right_2020_05_16_18_48_52_252.jpg,0,0.6055189,0,0.7607003
C:\Users\Administrator\Desktop\a\IMG\center_2020_05_16_18_48_52_321.jpg,C:\Users\Administrator\Desktop\a\IMG\left_2020_05_16_18_48_52_321.jpg,C:\Users\Administrator\Desktop\a\IMG\right_2020_05_16_18_48_52_321.jpg,0,0.7793563,0,1.304242
C:\Users\Administrator\Desktop\a\IMG\center_2020_05_16_18_48_52_389.jpg,C:\Users\Administrator\Desktop\a\IMG\left_2020_05_16_18_48_52_389.jpg,C:\Users\Administrator\Desktop\a\IMG\right_2020_05_16_18_48_52_389.jpg,0,1,0,2.183711
C:\Users\Administrator\Desktop\a\IMG\center_2020_05_16_18_48_52_456.jpg,C:\Users\Administrator\Desktop\a\IMG\left_2020_05_16_18_48_52_456.jpg,C:\Users\Administrator\Desktop\a\IMG\right_2020_05_16_18_48_52_456.jpg,0,0.9128575,0,2.860676
C:\Users\Administrator\Desktop\a\IMG\center_2020_05_16_18_48_52_525.jpg,C:\Users\Administrator\Desktop\a\IMG\left_2020_05_16_18_48_52_525.jpg,C:\Users\Administrator\Desktop\a\IMG\right_2020_05_16_18_48_52_525.jpg,0,0.7330538,0,3.430428
C:\Users\Administrator\Desktop\a\IMG\center_2020_05_16_18_48_52_593.jpg,C:\Users\Administrator\Desktop\a\IMG\left_2020_05_16_18_48_52_593.jpg,C:\Users\Administrator\Desktop\a\IMG\right_2020_05_16_18_48_52_593.jpg,0,0.4995989,0,3.982803
C:\Users\Administrator\Desktop\a\IMG\center_2020_05_16_18_48_52_660.jpg,C:\Users\Administrator\Desktop\a\IMG\left_2020_05_16_18_48_52_660.jpg,C:\Users\Administrator\Desktop\a\IMG\right_2020_05_16_18_48_52_660.jpg,-0.15,0.4779734,0,4.276542
C:\Users\Administrator\Desktop\a\IMG\center_2020_05_16_18_48_52_727.jpg,C:\Users\Administrator\Desktop\a\IMG\left_2020_05_16_18_48_52_727.jpg,C:\Users\Administrator\Desktop\a\IMG\right_2020_05_16_18_48_52_727.jpg,-0.35,0.7078898,0,4.813579
C:\Users\Administrator\Desktop\a\IMG\center_2020_05_16_18_48_52_797.jpg,C:\Users\Administrator\Desktop\a\IMG\left_2020_05_16_18_48_52_797.jpg,C:\Users\Administrator\Desktop\a\IMG\right_2020_05_16_18_48_52_797.jpg,-0.5235852,0.8498405,0,5.344262
C:\Users\Administrator\Desktop\a\IMG\center_2020_05_16_18_48_52_867.jpg,C:\Users\Administrator\Desktop\a\IMG\left_2020_05_16_18_48_52_867.jpg,C:\Users\Administrator\Desktop\a\IMG\right_2020_05_16_18_48_52_867.jpg,-0.2821785,0.6084339,0,5.985943
C:\Users\Administrator\Desktop\a\IMG\center_2020_05_16_18_48_52_936.jpg,C:\Users\Administrator\Desktop\a\IMG\left_2020_05_16_18_48_52_936.jpg,C:\Users\Administrator\Desktop\a\IMG\right_2020_05_16_18_48_52_936.jpg,-0.1025736,0.428829,0,6.31655
C:\Users\Administrator\Desktop\a\IMG\center_2020_05_16_18_48_53_005.jpg,C:\Users\Administrator\Desktop\a\IMG\left_2020_05_16_18_48_53_005.jpg,C:\Users\Administrator\Desktop\a\IMG\right_2020_05_16_18_48_53_005.jpg,0,0.2430411,0,6.504288
C:\Users\Administrator\Desktop\a\IMG\center_2020_05_16_18_48_53_074.jpg,C:\Users\Administrator\Desktop\a\IMG\left_2020_05_16_18_48_53_074.jpg,C:\Users\Administrator\Desktop\a\IMG\right_2020_05_16_18_48_53_074.jpg,0,0.008110837,0,6.556899
C:\Users\Administrator\Desktop\a\IMG\center_2020_05_16_18_48_53_141.jpg,C:\Users\Administrator\Desktop\a\IMG\left_2020_05_16_18_48_53_141.jpg,C:\Users\Administrator\Desktop\a\IMG\right_2020_05_16_18_48_53_141.jpg,0,0,0,6.517892
C:\Users\Administrator\Desktop\a\IMG\center_2020_05_16_18_48_53_211.jpg,C:\Users\Administrator\Desktop\a\IMG\left_2020_05_16_18_48_53_211.jpg,C:\Users\Administrator\Desktop\a\IMG\right_2020_05_16_18_48_53_211.jpg,0,0,0,6.465512
C:\Users\Administrator\Desktop\a\IMG\center_2020_05_16_18_48_53_278.jpg,C:\Users\Administrator\Desktop\a\IMG\left_2020_05_16_18_48_53_278.jpg,C:\Users\Administrator\Desktop\a\IMG\right_2020_05_16_18_48_53_278.jpg,-0.15,0.1828641,0,6.49966
C:\Users\Administrator\Desktop\a\IMG\center_2020_05_16_18_48_53_346.jpg,C:\Users\Administrator\Desktop\a\IMG\left_2020_05_16_18_48_53_346.jpg,C:\Users\Administrator\Desktop\a\IMG\right_2020_05_16_18_48_53_346.jpg,-0.3,0.3597933,0,6.651793
C:\Users\Administrator\Desktop\a\IMG\center_2020_05_16_18_48_53_414.jpg,C:\Users\Administrator\Desktop\a\IMG\left_2020_05_16_18_48_53_414.jpg,C:\Users\Administrator\Desktop\a\IMG\right_2020_05_16_18_48_53_414.jpg,-0.5000001,0.5969362,0,7.036497
C:\Users\Administrator\Desktop\a\IMG\center_2020_05_16_18_48_53_481.jpg,C:\Users\Administrator\Desktop\a\IMG\left_2020_05_16_18_48_53_481.jpg,C:\Users\Administrator\Desktop\a\IMG\right_2020_05_16_18_48_53_481.jpg,-0.5609829,0.5609829,0,7.399377
C:\Users\Administrator\Desktop\a\IMG\center_2020_05_16_18_48_53_552.jpg,C:\Users\Administrator\Desktop\a\IMG\left_2020_05_16_18_48_53_552.jpg,C:\Users\Administrator\Desktop\a\IMG\right_2020_05_16_18_48_53_552.jpg,-0.322205,0.3222051,0,7.757495
C:\Users\Administrator\Desktop\a\IMG\center_2020_05_16_18_48_53_621.jpg,C:\Users\Administrator\Desktop\a\IMG\left_2020_05_16_18_48_53_621.jpg,C:\Users\Administrator\Desktop\a\IMG\right_2020_05_16_18_48_53_621.jpg,-0.1448409,0.1448409,0,7.873679
C:\Users\Administrator\Desktop\a\IMG\center_2020_05_16_18_48_53_688.jpg,C:\Users\Administrator\Desktop\a\IMG\left_2020_05_16_18_48_53_688.jpg,C:\Users\Administrator\Desktop\a\IMG\right_2020_05_16_18_48_53_688.jpg,0,0,0,7.837545
C:\Users\Administrator\Desktop\a\IMG\center_2020_05_16_18_48_53_756.jpg,C:\Users\Administrator\Desktop\a\IMG\left_2020_05_16_18_48_53_756.jpg,C:\Users\Administrator\Desktop\a\IMG\right_2020_05_16_18_48_53_756.jpg,0,0,0,7.789048
C:\Users\Administrator\Desktop\a\IMG\center_2020_05_16_18_48_53_826.jpg,C:\Users\Administrator\Desktop\a\IMG\left_2020_05_16_18_48_53_826.jpg,C:\Users\Administrator\Desktop\a\IMG\right_2020_05_16_18_48_53_826.jpg,0,0,0,7.726271
C:\Users\Administrator\Desktop\a\IMG\center_2020_05_16_18_48_53_894.jpg,C:\Users\Administrator\Desktop\a\IMG\left_2020_05_16_18_48_53_894.jpg,C:\Users\Administrator\Desktop\a\IMG\right_2020_05_16_18_48_53_894.jpg,-0.15,0.1458942,0,7.723751
C:\Users\Administrator\Desktop\a\IMG\center_2020_05_16_18_48_53_962.jpg,C:\Users\Administrator\Desktop\a\IMG\left_2020_05_16_18_48_53_962.jpg,C:\Users\Administrator\Desktop\a\IMG\right_2020_05_16_18_48_53_962.jpg,-0.3,0.314919,0,7.834157
C:\Users\Administrator\Desktop\a\IMG\center_2020_05_16_18_48_54_032.jpg,C:\Users\Administrator\Desktop\a\IMG\left_2020_05_16_18_48_54_032.jpg,C:\Users\Administrator\Desktop\a\IMG\right_2020_05_16_18_48_54_032.jpg,-0.5000001,0.5580708,0,8.158548
C:\Users\Administrator\Desktop\a\IMG\center_2020_05_16_18_48_54_101.jpg,C:\Users\Administrator\Desktop\a\IMG\left_2020_05_16_18_48_54_101.jpg,C:\Users\Administrator\Desktop\a\IMG\right_2020_05_16_18_48_54_101.jpg,-0.6809571,0.6809571,0,8.518354
C:\Users\Administrator\Desktop\a\IMG\center_2020_05_16_18_48_54_170.jpg,C:\Users\Administrator\Desktop\a\IMG\left_2020_05_16_18_48_54_170.jpg,C:\Users\Administrator\Desktop\a\IMG\right_2020_05_16_18_48_54_170.jpg,-0.446134,0.446134,0,8.965126
C:\Users\Administrator\Desktop\a\IMG\center_2020_05_16_18_48_54_238.jpg,C:\Users\Administrator\Desktop\a\IMG\left_2020_05_16_18_48_54_238.jpg,C:\Users\Administrator\Desktop\a\IMG\right_2020_05_16_18_48_54_238.jpg,-0.2646838,0.2646838,0,9.169104
C:\Users\Administrator\Desktop\a\IMG\center_2020_05_16_18_48_54_309.jpg,C:\Users\Administrator\Desktop\a\IMG\left_2020_05_16_18_48_54_309.jpg,C:\Users\Administrator\Desktop\a\IMG\right_2020_05_16_18_48_54_309.jpg,-0.01907626,0.01907626,0,9.214806
C:\Users\Administrator\Desktop\a\IMG\center_2020_05_16_18_48_54_376.jpg,C:\Users\Administrator\Desktop\a\IMG\left_2020_05_16_18_48_54_376.jpg,C:\Users\Administrator\Desktop\a\IMG\right_2020_05_16_18_48_54_376.jpg,0,0,0,9.154595
C:\Users\Administrator\Desktop\a\IMG\center_2020_05_16_18_48_54_441.jpg,C:\Users\Administrator\Desktop\a\IMG\left_2020_05_16_18_48_54_441.jpg,C:\Users\Administrator\Desktop\a\IMG\right_2020_05_16_18_48_54_441.jpg,-0.05,0.0367149,0,9.104506
C:\Users\Administrator\Desktop\a\IMG\center_2020_05_16_18_48_54_510.jpg,C:\Users\Administrator\Desktop\a\IMG\left_2020_05_16_18_48_54_510.jpg,C:\Users\Administrator\Desktop\a\IMG\right_2020_05_16_18_48_54_510.jpg,-0.25,0.276963,0,9.184217
C:\Users\Administrator\Desktop\a\IMG\center_2020_05_16_18_48_54_580.jpg,C:\Users\Administrator\Desktop\a\IMG\left_2020_05_16_18_48_54_580.jpg,C:\Users\Administrator\Desktop\a\IMG\right_2020_05_16_18_48_54_580.jpg,-0.4,0.4650393,0,9.378177
